Date;Place;Time;Category;Sex;Country;Lane;Person 1;Person 2;split time 1;split time 2;split time 3;Total Time;Final Rank;Air Temp;Wind Speed;Wind Direction;Competiton Type;Competition Round
7.08.2014;MOSCOW;10:57;SEN;M;GBR;7;BOYTON, Jonathan;RUTHERFORD, Edward;45.70;1:35.45;2:25.61;3:17.244;6;;2,4 m/s;SES;WORLDCHAMPIONSHIPS  ;HEAT
7.08.2014;MOSCOW;10:57;SEN;M;RSA;8;GLASS, Alasdair;COLLOPY, Antony;47.10;1:36.72;2:27.28;3:18.735;7;;2,4 m/s;SES;WORLDCHAMPIONSHIPS  ;HEAT
7.08.2014;MOSCOW;10:57;SEN;M;BRA;1;Junior Souta, Vagner;Schu Fagundes, Eduardo;46.58;1:37.66;2:32.53;3:29.564;8;;2,4 m/s;SES;WORLDCHAMPIONSHIPS  ;HEAT
;;;;;;;;;;;;;;;;;;
7.08.2014;MOSCOW;11:04;SEN;M;HUN;5;HUFNÁGEL, Tibor;KÖKÉNY, Roland;46.76;1:35.79;2:25.61;3:14.634;1;;3,9 m/s;S;WORLDCHAMPIONSHIPS;HEAT
7.08.2014;MOSCOW;11:04;SEN;M;CAN;6;REARDON, Brady Daniel Heim;JESSOP, Andrew Dennis;46.71;1:36.26;2:26.20;3:15.405;2;;3,9 m/s;S;WORLDCHAMPIONSHIPS;HEAT
7.08.2014;MOSCOW;11:04;SEN;M;LTU;4;NEKRIOSIUS, Ricardas;OLIJNIK, Andrej;46.28;1:36.25;2:27.58;3:16.294;3;;3,9 m/s;S;WORLDCHAMPIONSHIPS;HEAT
7.08.2014;MOSCOW;11:04;SEN;M;CHN;1;LI, Zhenyu;SUN, Xinchang;47.10;1:37.86;2:28.75;3:17.494;4;;3,9 m/s;S;WORLDCHAMPIONSHIPS;HEAT
7.08.2014;MOSCOW;11:04;SEN;M;FIN;3;HAKALA, Jeremy;NYKÄNEN, Miika;48.53;1:38.69;2:29.61;3:19.227;5;;3,9 m/s;S;WORLDCHAMPIONSHIPS;HEAT
7.08.2014;MOSCOW;11:04;SEN;M;SIN;8;LEE, Wei Liang, Bill;OOI, Brandon, Wei Cheng;49.05;1:40.43;2:32.76;3:26.564;6;;3,9 m/s;S;WORLDCHAMPIONSHIPS;HEAT
7.08.2014;MOSCOW;11:04;SEN;M;INA;7;GANDIE, Gandie;RIYONDRA, Maizir;49.21;1:42.05;2:35.03;3:33.784;7;;3,9 m/s;S;WORLDCHAMPIONSHIPS;HEAT
7.08.2014;MOSCOW;11:04;SEN;M;MAC;2;CHE, Man Tou;CHEONG, Ieng Hei;57.67;2:00.04;3:04.81;4:08.038;8;;3,9 m/s;S;WORLDCHAMPIONSHIPS;HEAT
;;;;;;;;;;;;;;;;;;
7.08.2014;MOSCOW;11:11;SEN;M;POL;5;SZANDRACH, Pawel;KUJAWSKI, Mariusz;45.32;1:32.48;2:21.52;3:10.338;1;;2,9 m/s;S;WORLDCHAMPIONSHIPS;HEAT
7.08.2014;MOSCOW;11:11;SEN;M;SVK;4;VLCEK, Erik;TARR, Juraj;45.01;1:33.25;2:23.49;3:11.249;2;;2,9 m/s;S;WORLDCHAMPIONSHIPS;HEAT
7.08.2014;MOSCOW;11:11;SEN;M;CZE;6;ADAM, Jakub;DAVIDEK, Pavel;47.52;1:35.93;2:25.26;3:13.130;3;;2,9 m/s;S;WORLDCHAMPIONSHIPS;HEAT
7.08.2014;MOSCOW;11:11;SEN;M;ARG;3;DAL BO, Daniel;CARRERAS, Gonzalo;45.08;1:34.88;2:25.31;3:13.364;4;;2,9 m/s;S;WORLDCHAMPIONSHIPS;HEAT
7.08.2014;MOSCOW;11:11;SEN;M;UZB;1;TROPIN, Aleksandr;GORN, Vyacheslav;47.54;1:37.71;2:28.06;3:17.934;5;;2,9 m/s;S;WORLDCHAMPIONSHIPS;HEAT
7.08.2014;MOSCOW;11:11;SEN;M;TJK;8;SALIMOV, Ruslan;GAFUROV, Abdusattor;47.11;1:39.87;2:34.31;3:24.751;6;;2,9 m/s;S;WORLDCHAMPIONSHIPS;HEAT
7.08.2014;MOSCOW;11:11;SEN;M;KGZ;2;SAIFULIN, Ruslan;PAROL, Aleksandr;48.18;1:40.89;2:33.15;3:29.737;7;;2,9 m/s;S;WORLDCHAMPIONSHIPS;HEAT
7.08.2014;MOSCOW;11:11;SEN;M;IND;7;KATHET, Narender Singh;CHIGAHALLY KENGASHETTY, Mahesha;51.46;1:47.69;2:46.73;3:45.112;8;;2,9 m/s;S;WORLDCHAMPIONSHIPS;HEAT
;;;;;;;;;;;;;;;;;;
7.08.2014;MOSCOW;11:18;SEN;M;AUS;5;WALLACE, Kenny;TAME, Lachlan;44.69;1:32.72;2:22.13;3:08.461;1;;3,3 m/s;S;WORLDCHAMPIONSHIPS;HEAT
7.08.2014;MOSCOW;11:18;SEN;M;BLR;3;MIADZVEDZEU, Pavel;YURENIA, Aleh;45.10;1:32.47;2:21.40;3:10.139;2;;3,3 m/s;S;WORLDCHAMPIONSHIPS;HEAT
7.08.2014;MOSCOW;11:18;SEN;M;RUS;4;MEDVEDEV, Ilya;RYAKHOV, Anton;45.70;1:35.05;2:23.80;3:12.273;3;;3,3 m/s;S;WORLDCHAMPIONSHIPS;HEAT
7.08.2014;MOSCOW;11:18;SEN;M;IRL;7;FITZSIMON, Michael;WATKINS, Barry;47.61;1:36.29;2:25.27;3:13.156;4;;3,3 m/s;S;WORLDCHAMPIONSHIPS;HEAT
7.08.2014;MOSCOW;11:18;SEN;M;KAZ;2;SULTANBEKOV, Daulet;YERGUCHYOV, Andrey;46.82;1:36.16;2:26.62;3:15.269;5;;3,3 m/s;S;WORLDCHAMPIONSHIPS;HEAT
7.08.2014;MOSCOW;11:18;SEN;M;EST;6;ALUPERE, Kaarel;TOOTSI, Tarmo;47.59;1:38.10;2:27.35;3:16.603;6;;3,3 m/s;S;WORLDCHAMPIONSHIPS;HEAT
7.08.2014;MOSCOW;11:18;SEN;M;NED;1;HOOGERS, Jasper;FLIER, Albart;48.66;1:39.25;2:28.73;3:18.160;7;;3,3 m/s;S;WORLDCHAMPIONSHIPS;HEAT
7.08.2014;MOSCOW;11:18;SEN;M;TPE;8;TUAN, Yen-yu;LIN, Yung-chieh;53.45;1:42.85;2:29.91;3:18.856;8;;3,3 m/s;S;WORLDCHAMPIONSHIPS;HEAT
;;;;;;;;;;;;;;;;;;
7.08.2014;MOSCOW;11:25;SEN;M;POR;4;SILVA, Emanuel;RIBEIRO, João;45.13;1:33.05;2:23.10;3:13.446;1;;2,6 m/s;S;WORLDCHAMPIONSHIPS;HEAT
7.08.2014;MOSCOW;11:25;SEN;M;BEL;5;CAUWENBERGH, Olivier;PANNECOUCKE, Laurens;45.71;1:32.93;2:22.44;3:14.772;2;;2,6 m/s;S;WORLDCHAMPIONSHIPS;HEAT
7.08.2014;MOSCOW;11:25;SEN;M;ITA;7;DRESSINO, Giulio;TORNEO, Matteo;45.28;1:34.15;2:24.90;3:17.934;3;;2,6 m/s;S;WORLDCHAMPIONSHIPS;HEAT
7.08.2014;MOSCOW;11:25;SEN;M;ESP;6;RODRIGUEZ, Víctor;COSGAYA NORIEGA, Diego;46.04;1:36.16;2:27.41;3:20.624;4;;2,6 m/s;S;WORLDCHAMPIONSHIPS;HEAT
7.08.2014;MOSCOW;11:25;SEN;M;MEX;3;LOPEZ QUINTERO, Javier;FUENTES JUAREZ, Osbaldo;47.13;1:36.55;2:28.35;3:23.085;5;;2,6 m/s;S;WORLDCHAMPIONSHIPS;HEAT
7.08.2014;MOSCOW;11:25;SEN;M;JPN;2;MIZUMOTO, Keiji;SUZUKI, Yasuhiro;48.40;1:39.63;2:31.10;3:27.713;6;;2,6 m/s;S;WORLDCHAMPIONSHIPS;HEAT
;;;;;;;;;;;;;;;;;;
7.08.2014;MOSCOW;16:56;SEN;M;SRB;6;TOMICEVIC, Marko;TORUBAROV, Vladimir;47.03;1:36.71;2:27.49;3:17.362;1;;2,4  m/s;SES;WORLDCHAMPIONSHIPS;SEMIFINAL
7.08.2014;MOSCOW;16:56;SEN;M;HUN;5;HUFNÁGEL, Tibor;KÖKÉNY, Roland;49.26;1:39.20;2:29.43;3:19.780;2;;2,4  m/s;SES;WORLDCHAMPIONSHIPS;SEMIFINAL
7.08.2014;MOSCOW;16:56;SEN;M;POR;4;SILVA, Emanuel;RIBEIRO, João;47.03;1:37.95;2:30.15;3:20.294;3;;2,4  m/s;SES;WORLDCHAMPIONSHIPS;SEMIFINAL
7.08.2014;MOSCOW;16:56;SEN;M;NOR;2;ULLVANG, Lars Magne;VOLD, Eivind;47.38;1:38.34;2:29.59;3:20.546;4;;2,4  m/s;SES;WORLDCHAMPIONSHIPS;SEMIFINAL
7.08.2014;MOSCOW;16:56;SEN;M;ARG;7;DAL BO, Daniel;CARRERAS, Gonzalo;49.14;1:39.49;2:31.82;3:21.575;5;;2,4  m/s;SES;WORLDCHAMPIONSHIPS;SEMIFINAL
7.08.2014;MOSCOW;16:56;SEN;M;IRL;3;FITZSIMON, Michael;WATKINS, Barry;50.00;1:40.19;2:31.65;3:21.917;6;;2,4  m/s;SES;WORLDCHAMPIONSHIPS;SEMIFINAL
7.08.2014;MOSCOW;16:56;SEN;M;KAZ;8;SULTANBEKOV, Daulet;YERGUCHYOV, Andrey;47.86;1:39.84;2:32.31;3:24.434;7;;2,4  m/s;SES;WORLDCHAMPIONSHIPS;SEMIFINAL
7.08.2014;MOSCOW;16:56;SEN;M;TPE;9;TUAN, Yen-yu;LIN, Yung-chieh;50.91;1:41.65;2:34.48;3:28.339;8;;2,4  m/s;SES;WORLDCHAMPIONSHIPS;SEMIFINAL
7.08.2014;MOSCOW;16:56;SEN;M;KGZ;1;SAIFULIN, Ruslan;PAROL, Aleksandr;51.10;1:45.76;2:42.67;3:37.123;9;;2,4  m/s;SES;WORLDCHAMPIONSHIPS;SEMIFINAL
;;;;;;;;;;;;;;;;;;
7.08.2014;MOSCOW;17:03;SEN;M;GER;5;RENDSCHMIDT, Max;GROSS, Marcus;46.90;1:39.18;2:32.66;3:24.556;1;;4,5 m/S;WSW;WORLDCHAMPIONSHIPS;
7.08.2014;MOSCOW;17:03;SEN;M;BLR;6;MIADZVEDZEU, Pavel;YURENIA, Aleh;47.28;1:38.78;2:31.48;3:25.981;2;;4,5 m/S;WSW;WORLDCHAMPIONSHIPS;
7.08.2014;MOSCOW;17:03;SEN;M;ITA;3;DRESSINO, Giulio;TORNEO, Matteo;47.15;1:40.56;2:35.10;3:28.761;3;;4,5 m/S;WSW;WORLDCHAMPIONSHIPS;
7.08.2014;MOSCOW;17:03;SEN;M;CHN;7;LI, Zhenyu;SUN, Xinchang;51.06;1:43.66;2:36.18;3:29.888;4;;4,5 m/S;WSW;WORLDCHAMPIONSHIPS;
7.08.2014;MOSCOW;17:03;SEN;M;CZE;4;ADAM, Jakub;DAVIDEK, Pavel;49.78;1:42.15;2:37.23;3:29.991;5;;4,5 m/S;WSW;WORLDCHAMPIONSHIPS;
7.08.2014;MOSCOW;17:03;SEN;M;NED;1;HOOGERS, Jasper;FLIER, Albart;51.24;1:46.92;2:43.95;3:36.983;6;;4,5 m/S;WSW;WORLDCHAMPIONSHIPS;
7.08.2014;MOSCOW;17:03;SEN;M;MEX;8;LOPEZ QUINTERO, Javier;FUENTES JUAREZ, Osbaldo;48.13;1:43.05;2:40.84;3:37.022;7;;4,5 m/S;WSW;WORLDCHAMPIONSHIPS;
7.08.2014;MOSCOW;17:03;SEN;M;TJK;9;SALIMOV, Ruslan;GAFUROV, Abdusattor;51.38;1:47.40;2:45.48;3:40.941;8;;4,5 m/S;WSW;WORLDCHAMPIONSHIPS;
7.08.2014;MOSCOW;17:03;SEN;M;SIN;2;LEE, Wei Liang, Bill;OOI, Brandon, Wei Cheng;52.70;1:49.49;2:48.75;3:42.151;9;;4,5 m/S;WSW;WORLDCHAMPIONSHIPS;
;;;;;;;;;;;;;;;;;;
7.08.2014;MOSCOW;17:10;SEN;M;RUS;3;MEDVEDEV, Ilya;RYAKHOV, Anton;46.78;1:38.01;2:28.65;3:18.999;1;;4,5 m/S;WSW;WORLDCHAMPIONSHIPS;
7.08.2014;MOSCOW;17:10;SEN;M;LTU;6;NEKRIOSIUS, Ricardas;OLIJNIK, Andrej;45.88;1:35.38;2:27.58;3:19.867;2;;4,5 m/S;WSW;WORLDCHAMPIONSHIPS;
7.08.2014;MOSCOW;17:10;SEN;M;BEL;4;CAUWENBERGH, Olivier;PANNECOUCKE, Laurens;47.86;1:39.63;2:31.81;3:20.994;3;;4,5 m/S;WSW;WORLDCHAMPIONSHIPS;
7.08.2014;MOSCOW;17:10;SEN;M;UKR;7;KOPYSTYNSKYI, Roman;BASHTOVYY, Serhiy;46.58;1:38.02;2:30.00;3:21.975;4;;4,5 m/S;WSW;WORLDCHAMPIONSHIPS;
7.08.2014;MOSCOW;17:10;SEN;M;EST;8;ALUPERE, Kaarel;TOOTSI, Tarmo;47.59;1:39.14;2:32.70;3:24.027;5;;4,5 m/S;WSW;WORLDCHAMPIONSHIPS;
7.08.2014;MOSCOW;17:10;SEN;M;GBR;1;BOYTON, Jonathan;RUTHERFORD, Edward;48.21;1:41.02;2:33.99;3:26.147;6;;4,5 m/S;WSW;WORLDCHAMPIONSHIPS;
7.08.2014;MOSCOW;17:10;SEN;M;POL;5;SZANDRACH, Pawel;KUJAWSKI, Mariusz;46.80;1:37.46;2:30.94;3:28.500;7;;4,5 m/S;WSW;WORLDCHAMPIONSHIPS;
7.08.2014;MOSCOW;17:10;SEN;M;FIN;2;HAKALA, Jeremy;NYKÄNEN, Miika;49.05;1:41.18;2:37.45;3:40.380;8;;4,5 m/S;WSW;WORLDCHAMPIONSHIPS;
;;;;;;;;;;;;;;;;;;
7.08.2014;MOSCOW;17:10;SEN;M;AUS;5;WALLACE, Kenny;TAME, Lachlan;46.33;1:36.07;2:26.61;3:15.897;1;;3,5 m/S;WSW;WORLDCHAMPIONSHIPS;
7.08.2014;MOSCOW;17:10;SEN;M;SVK;4;VLCEK, Erik;TARR, Juraj;46.49;1:35.96;2:27.21;3:16.613;2;;3,5 m/S;WSW;WORLDCHAMPIONSHIPS;
7.08.2014;MOSCOW;17:10;SEN;M;CAN;6;REARDON, Brady Daniel Heim;JESSOP, Andrew Dennis;49.02;1:38.68;2:28.71;3:17.036;3;;3,5 m/S;WSW;WORLDCHAMPIONSHIPS;
7.08.2014;MOSCOW;17:10;SEN;M;FRA;3;HYBOIS, Arnaud;HUBERT, Etienne;48.34;1:38.44;2:29.16;3:17.343;4;;3,5 m/S;WSW;WORLDCHAMPIONSHIPS;
7.08.2014;MOSCOW;17:10;SEN;M;ESP;7;RODRIGUEZ, Víctor;COSGAYA NORIEGA, Diego;47.80;1:38.35;2:29.63;3:21.199;5;;3,5 m/S;WSW;WORLDCHAMPIONSHIPS;
7.08.2014;MOSCOW;17:10;SEN;M;UZB;8;TROPIN, Aleksandr;GORN, Vyacheslav;50.47;1:40.74;2:31.43;3:22.892;6;;3,5 m/S;WSW;WORLDCHAMPIONSHIPS;
7.08.2014;MOSCOW;17:10;SEN;M;RSA;9;GLASS, Alasdair;COLLOPY, Antony;48.56;1:40.15;2:33.50;3:27.964;7;;3,5 m/S;WSW;WORLDCHAMPIONSHIPS;
7.08.2014;MOSCOW;17:10;SEN;M;JPN;2;MIZUMOTO, Keiji;SUZUKI, Yasuhiro;50.85;1:44.74;2:42.52;3:39.099;8;;3,5 m/S;WSW;WORLDCHAMPIONSHIPS;
7.08.2014;MOSCOW;17:10;SEN;M;INA;1;GANDIE, Gandie;RIYONDRA, Maizir;50.98;1:47.85;2:47.01;3:43.454;9;;3,5 m/S;WSW;WORLDCHAMPIONSHIPS;
;;;;;;;;;;;;;;;;;;
7.08.2014;MOSCOW;17:10;SEN;M;IRL;4;FITZSIMON, Michael;WATKINS, Barry;47.73;1:36.62;2:26.76;3:15.327;1;;3,2 m/s;NWN;WORLDCHAMPIONSHIPS;FINAL C
7.08.2014;MOSCOW;17:10;SEN;M;CZE;6;ADAM, Jakub;DAVIDEK, Pavel;46.93;1:36.49;2:26.62;3:15.591;2;;3,2 m/s;NWN;WORLDCHAMPIONSHIPS;FINAL C
7.08.2014;MOSCOW;17:10;SEN;M;EST;5;ALUPERE, Kaarel;TOOTSI, Tarmo;45.65;1:34.40;2:25.71;3:15.766;3;;3,2 m/s;NWN;WORLDCHAMPIONSHIPS;FINAL C
7.08.2014;MOSCOW;17:10;SEN;M;GBR;2;BOYTON, Jonathan;RUTHERFORD, Edward;45.55;1:34.06;2:25.39;3:17.033;4;;3,2 m/s;NWN;WORLDCHAMPIONSHIPS;FINAL C
7.08.2014;MOSCOW;17:10;SEN;M;RSA;1;GLASS, Alasdair;COLLOPY, Antony;47.42;1:36.79;2:27.81;3:18.748;5;;3,2 m/s;NWN;WORLDCHAMPIONSHIPS;FINAL C
7.08.2014;MOSCOW;17:10;SEN;M;KAZ;8;SULTANBEKOV, Daulet;YERGUCHYOV, Andrey;46.49;1:37.00;2:28.64;3:19.464;6;;3,2 m/s;NWN;WORLDCHAMPIONSHIPS;FINAL C
7.08.2014;MOSCOW;17:10;SEN;M;UZB;7;TROPIN, Aleksandr;GORN, Vyacheslav;48.17;1:39.31;2:31.73;3:21.087;7;;3,2 m/s;NWN;WORLDCHAMPIONSHIPS;FINAL C
7.08.2014;MOSCOW;17:10;SEN;M;NED;3;HOOGERS, Jasper;FLIER, Albart;48.96;1:39.40;2:30.29;3:21.511;8;;3,2 m/s;NWN;WORLDCHAMPIONSHIPS;FINAL C
7.08.2014;MOSCOW;17:10;SEN;M;TPE;9;TUAN, Yen-yu;LIN, Yung-chieh;47.88;1:39.40;2:30.19;3:23.501;9;;3,2 m/s;NWN;WORLDCHAMPIONSHIPS;FINAL C
;;;;;;;;;;;;;;;;;;
7.08.2014;MOSCOW;17:10;SEN;M;POR;5;SILVA, Emanuel;RIBEIRO, João;44.41;1:32.43;2:22.65;3:09.942;1;;0,5 m/s;N;WORLDCHAMPIONSHIPS;FINAL B
7.08.2014;MOSCOW;17:10;SEN;M;FRA;8;HYBOIS, Arnaud;HUBERT, Etienne;44.36;1:31.96;2:21.90;3:10.650;2;;0,5 m/s;N;WORLDCHAMPIONSHIPS;FINAL B
7.08.2014;MOSCOW;17:10;SEN;M;ESP;1;RODRIGUEZ, Víctor;COSGAYA NORIEGA, Diego;45.36;1:33.73;2:22.96;3:11.129;3;;0,5 m/s;N;WORLDCHAMPIONSHIPS;FINAL B
7.08.2014;MOSCOW;17:10;SEN;M;BEL;6;CAUWENBERGH, Olivier;PANNECOUCKE, Laurens;44.57;1:31.29;2:20.81;3:12.538;4;;0,5 m/s;N;WORLDCHAMPIONSHIPS;FINAL B
7.08.2014;MOSCOW;17:10;SEN;M;ARG;9;DAL BO, Daniel;CARRERAS, Gonzalo;45.08;1:34.95;2:24.18;3:13.601;5;;0,5 m/s;N;WORLDCHAMPIONSHIPS;FINAL B
7.08.2014;MOSCOW;17:10;SEN;M;NOR;3;ULLVANG, Lars Magne;VOLD, Eivind;46.21;1:35.49;2:25.20;3:14.119;6;;0,5 m/s;N;WORLDCHAMPIONSHIPS;FINAL B
7.08.2014;MOSCOW;17:10;SEN;M;ITA;4;DRESSINO, Giulio;TORNEO, Matteo;44.45;1:32.80;2:23.99;3:15.766;7;;0,5 m/s;N;WORLDCHAMPIONSHIPS;FINAL B
7.08.2014;MOSCOW;17:10;SEN;M;CHN;2;LI, Zhenyu;SUN, Xinchang;46.87;1:36.67;2:26.38;3:16.697;8;;0,5 m/s;N;WORLDCHAMPIONSHIPS;FINAL B
7.08.2014;MOSCOW;17:10;SEN;M;UKR;7;KOPYSTYNSKYI, Roman;BASHTOVYY, Serhiy;45.98;1:35.70;2:27.39;3:21.090;9;;0,5 m/s;N;WORLDCHAMPIONSHIPS;FINAL B
;;;;;;;;;;;;;;;;;;
;;;;;SVK;9;VLCEK, Erik;TARR, Juraj;44.64;1:31.97;2:20.60;3:08.784;1;;4,5 m/s;NW;WORLDCHAMPIONSHIPS;FINAL A
;;;;;AUS;3;WALLACE, Kenny;TAME, Lachlan;44.19;1:32.24;2:21.99;3:09.637;2;;4,5 m/s;NW;WORLDCHAMPIONSHIPS;FINAL A
;;;;;SRB;5;TOMICEVIC, Marko;TORUBAROV, Vladimir;45.54;1:34.22;2:23.52;3:09.857;3;;4,5 m/s;NW;WORLDCHAMPIONSHIPS;FINAL A
;;;;;GER;4;RENDSCHMIDT, Max;GROSS, Marcus;44.94;1:33.82;2:23.07;3:10.529;4;;4,5 m/s;NW;WORLDCHAMPIONSHIPS;FINAL A
;;;;;HUN;8;HUFNÁGEL, Tibor;KÖKÉNY, Roland;45.63;1:34.05;2:22.81;3:10.874;5;;4,5 m/s;NW;WORLDCHAMPIONSHIPS;FINAL A
;;;;;LTU;2;NEKRIOSIUS, Ricardas;OLIJNIK, Andrej;44.86;1:33.16;2:22.66;3:11.967;6;;4,5 m/s;NW;WORLDCHAMPIONSHIPS;FINAL A
;;;;;CAN;1;REARDON, Brady Daniel Heim;JESSOP, Andrew Dennis;47.34;1:35.63;2:24.46;3:12.068;7;;4,5 m/s;NW;WORLDCHAMPIONSHIPS;FINAL A
;;;;;BLR;7;MIADZVEDZEU, Pavel;YURENIA, Aleh;45.70;1:34.13;2:23.47;3:12.629;8;;4,5 m/s;NW;WORLDCHAMPIONSHIPS;FINAL A
;;;;;RUS;6;MEDVEDEV, Ilya;RYAKHOV, Anton;46.64;1:36.61;2:24.68;3:13.066;9;;4,5 m/s;NW;WORLDCHAMPIONSHIPS;FINAL A
;;;;;;;;;;;;;;;;;;
29.05.2015;COPENHAGEN;12:06;SEN;M;POL;5;Bartosz STABNO;Rafal ROSOLSKI;;;;3:33.660;1;;;;WORLDCUP;HEAT
29.05.2015;COPENHAGEN;12:06;SEN;M;FIN;2;Jeremy HAKALA;Miika DIETRICH;;;;3:34.340;2;;;;WORLDCUP;HEAT
29.05.2015;COPENHAGEN;12:06;SEN;M;BEL;1;Toon BROEKX;Piet BROEKX;;;;3:35.132;3;;;;WORLDCUP;HEAT
29.05.2015;COPENHAGEN;12:06;SEN;M;SWE;6;Albert PETERSSON;Joakim LINDBERG;;;;3:36.740;4;;;;WORLDCUP;HEAT
29.05.2015;COPENHAGEN;12:06;SEN;M;IRL;4;Michael FITZSIMON;Barry WATKINS;;;;3:38.740;5;;;;WORLDCUP;HEAT
29.05.2015;COPENHAGEN;12:06;SEN;M;GBR;3;Mathew BOWLEY;William RUTHERFORD;;;;3:39.036;6;;;;WORLDCUP;HEAT
29.05.2015;COPENHAGEN;12:06;SEN;M;UZB;9;Aleksandr TROPIN;Vyacheslav GORN;;;;3:40.300;7;;;;WORLDCUP;HEAT
29.05.2015;COPENHAGEN;12:06;SEN;M;URU;7;Julián CABRERA;Sebastián ROMERO;;;;3:40.396;8;;;;WORLDCUP;HEAT
29.05.2015;COPENHAGEN;12:06;SEN;M;CHN;8;Yubo ZHOU;Haitao XU;;;;3:44.784;9;;;;WORLDCUP;HEAT
;;;;;;;;;;;;;;;;;;
29.05.2015;COPENHAGEN;12:13;SEN;M;GER;3;Max RENDSCHMIDT;Marcus GROSS;;;;3:24.996;1;;;;WORLDCUP;HEAT
29.05.2015;COPENHAGEN;12:13;SEN;M;AUS;9;Kenny WALLACE;Lachlan TAME;;;;3:28.476;2;;;;WORLDCUP;HEAT
29.05.2015;COPENHAGEN;12:13;SEN;M;RUS;5;Dmitrii EKIMOV;Nikolay CHERVOV;;;;3:32.084;3;;;;WORLDCUP;HEAT
29.05.2015;COPENHAGEN;12:13;SEN;M;IRI;8;Ali AGHAMIRZAEIJENAGHRAD;Saeid FAZLOULA;;;;3:33.388;4;;;;WORLDCUP;HEAT
29.05.2015;COPENHAGEN;12:13;SEN;M;CAN;6;Brian MALFESI;Andrew JESSOP;;;;3:33.828;5;;;;WORLDCUP;HEAT
29.05.2015;COPENHAGEN;12:13;SEN;M;DEN;1;Emil NOE;Niels BOE;;;;3:36.208;6;;;;WORLDCUP;HEAT
29.05.2015;COPENHAGEN;12:13;SEN;M;CHN;7;Zhenyu LI;Dong ZHANG;;;;3:39.672;7;;;;WORLDCUP;HEAT
29.05.2015;COPENHAGEN;12:13;SEN;M;NED;4;Jasper HOOGERS;Albart FLIER;;;;3:40.064;8;;;;WORLDCUP;HEAT
29.05.2015;COPENHAGEN;12:13;SEN;M;FIN;2;Niklas VETTANEN;Miika NYKÄNEN;;;;3:46.508;9;;;;WORLDCUP;HEAT
;;;;;;;;;;;;;;;;;;
29.05.2015;COPENHAGEN;15:04;SEN;M;GBR;7;Mathew BOWLEY;William RUTHERFORD;;;;3:27.936;1;;;;WORLDCUP;SEMIFINAL
29.05.2015;COPENHAGEN;15:04;SEN;M;CAN;6;Brian MALFESI;Andrew JESSOP;;;;3:29.032;2;;;;WORLDCUP;SEMIFINAL
29.05.2015;COPENHAGEN;15:04;SEN;M;IRI;5;Ali AGHAMIRZAEIJENAGHRAD;Saeid FAZLOULA;;;;3:29.880;3;;;;WORLDCUP;SEMIFINAL
29.05.2015;COPENHAGEN;15:04;SEN;M;UZB;1;Aleksandr TROPIN;Vyacheslav GORN;;;;3:30.536;4;;;;WORLDCUP;SEMIFINAL
29.05.2015;COPENHAGEN;15:04;SEN;M;DEN;2;Emil NOE;Niels BOE;;;;3:30.976;5;;;;WORLDCUP;SEMIFINAL
29.05.2015;COPENHAGEN;15:04;SEN;M;SWE;4;Albert PETERSSON;Joakim LINDBERG;;;;3:33.472;6;;;;WORLDCUP;SEMIFINAL
29.05.2015;COPENHAGEN;15:04;SEN;M;CHN;8;Zhenyu LI;Dong ZHANG;;;;3:33.800;7;;;;WORLDCUP;SEMIFINAL
29.05.2015;COPENHAGEN;15:04;SEN;M;IRL;3;Michael FITZSIMON;Barry WATKINS;;;;3:33.904;8;;;;WORLDCUP;SEMIFINAL
29.05.2015;COPENHAGEN;15:04;SEN;M;NED;9;Jasper HOOGERS;Albart FLIER;;;;3:38.292;9;;;;WORLDCUP;SEMIFINAL
;;;;;;;;;;;;;;;;;;
23.05.2015;COPENHAGEN;10:44;SEN;M;GER;5;Max RENDSCHMIDT;Marcus GROSS;;;;3:35.028;1;;;;WORLDCUP;FINAL A
23.05.2015;COPENHAGEN;10:44;SEN;M;AUS;3;Kenny WALLACE;Lachlan TAME;;;;3:37.816;2;;;;WORLDCUP;FINAL A
23.05.2015;COPENHAGEN;10:44;SEN;M;RUS;7;Dmitrii EKIMOV;Nikolay CHERVOV;;;;3:39.676;3;;;;WORLDCUP;FINAL A
23.05.2015;COPENHAGEN;10:44;SEN;M;POL;4;Bartosz STABNO;Rafal ROSOLSKI;;;;3:40.984;4;;;;WORLDCUP;FINAL A
23.05.2015;COPENHAGEN;10:44;SEN;M;CAN;1;Brian MALFESI;Andrew JESSOP;;;;3:42.416;5;;;;WORLDCUP;FINAL A
23.05.2015;COPENHAGEN;10:44;SEN;M;GBR;6;Mathew BOWLEY;William RUTHERFORD;;;;3:44.684;6;;;;WORLDCUP;FINAL A
23.05.2015;COPENHAGEN;10:44;SEN;M;IRI;2;Ali AGHAMIRZAEIJENAGHRAD;Saeid FAZLOULA;;;;3:45.684;7;;;;WORLDCUP;FINAL A
23.05.2015;COPENHAGEN;10:44;SEN;M;BEL;8;Toon BROEKX;Piet BROEKX;;;;3:45.692;8;;;;WORLDCUP;FINAL A
23.05.2015;COPENHAGEN;10:44;SEN;M;FIN;9;Jeremy HAKALA;Miika DIETRICH;;;;3:46.412;9;;;;WORLDCUP;FINAL A
